lon,lat
147.0807548,-37.9671369
144.4446021,-37.6585113
143.8064559,-37.552431
145.9890504,-36.5485025
145.3638133,-38.0432476
144.997484,-37.9053964
144.7324937,-37.5801574
144.925397,-37.63818699999999
143.8879648,-37.6505742
145.1045236,-38.0199834
144.94402,-37.7205459
143.5804792,-38.3661859
145.2017785,-38.1488172
145.1926541,-38.1054959
145.2810141,-38.1072931
145.7086579,-37.1922518
145.1260735,-37.7033227
144.8257971,-37.8676827
144.8104432,-37.870943
144.844204,-37.865642
144.7813967,-37.870754
144.7820381,-37.8818541
145.0634214,-37.70397579999999
141.9507405,-36.7389747
142.931597,-37.2836413
142.9375151,-37.2835914
142.7431478,-37.5449126
147.1233541,-38.1054893
145.1490086,-37.6723963
144.4408261,-37.673962
145.1251898,-37.6924662
147.6193292,-37.822612
147.6012802,-37.8248716
147.4564062,-37.7998558
147.7219839,-37.9099623
144.2235331,-37.5986157
143.8671443,-37.5612747
143.8345668,-37.5754729
143.8310772,-37.54295159999999
143.871378,-37.5625232
143.8587201,-37.5502965
143.8400772,-37.5656361
143.8540249,-37.578023
143.8949911,-37.5518485
143.8696909,-37.5493923
143.8803873,-37.56928610000001
143.8510181,-37.5584153
143.8371122,-37.5380632
144.0591117,-38.1027985
144.1695756,-38.2440556
144.1802142,-38.4113131
144.2930147,-38.3497385
146.690902,-36.3629203
144.4664089,-38.1929794
144.3997524,-38.1658441
144.5279271,-38.2664433
144.6535247,-38.1152845
144.4692151,-38.1874252
144.5259264,-38.2608655
144.5614745,-38.1597278
144.5751983,-38.1486699
145.9761538,-36.558612
145.9721833,-36.5553339
144.2715758,-36.7638809
144.2943172,-36.758543
144.2827079,-36.7420088
144.2912079,-36.7727245
144.259219,-36.7742115
144.3075042,-36.7265192
144.2732758,-36.7546566
145.3164011,-37.9794547
145.325519,-38.02598
145.29402579999999,-38.0075996
145.2489258,-37.9700465
145.269988,-37.981089
145.2655036,-37.9663522
145.3190105,-38.0391403
145.3469929,-38.0514341
145.3004906,-38.0041606
145.3053423,-38.0389097
145.2732359,-37.9718605
145.315782,-38.0058114
145.2818256,-38.0024956
145.1926541,-37.6378502
145.347195,-38.0356891
145.3672795,-38.0457733
145.541738,-37.9514553
145.5696251,-38.0826786
145.478239,-38.075151
145.7200211,-38.0954037
145.6747494,-38.087271200000004
145.4150853,-37.9966356
145.4840534,-37.9349747
145.5625415,-38.2650652
145.1292015,-37.802375
145.1055187,-37.7999898
145.1166607,-37.8097514
145.1199308,-37.8388978
145.1235523,-37.8005392
145.1086908,-37.8423932
145.1069371,-37.8102915
145.1025561,-37.826836
145.5731768,-36.75234349999999
144.9985523,-37.9098055
145.0146762,-37.911474
144.9794432,-37.7860731
144.9968559,-37.9248194
145.0540888,-37.2035945
144.9641869,-37.6754985
144.9683393,-37.6950672
144.9122825,-37.7159793
144.8888205,-37.6888122
144.8889942,-37.6749935
144.9243889,-37.6484616
144.9426261,-37.7007933
144.9444499,-37.7715379
144.704564,-37.5771728
145.1511583,-38.1111466
144.7169641,-37.5701703
144.928188,-37.5929879
144.728607,-37.565369
144.9375574,-37.6065027
144.8863917,-37.6401323
144.9251533,-37.6037752
144.8934162,-37.6505724
145.1035755,-38.1886413
145.8553024,-38.1372073
145.7693724,-38.1105461
143.8682478,-37.6074677
145.0735874,-37.870005
145.0838178,-37.803579
145.0776153,-37.8061359
145.0741019,-37.7880647
145.0872875,-37.7864059
145.0756552,-37.7959928
145.0883862,-37.8578734
145.0886663,-37.854445
145.0814089,-37.858218
145.0729312,-37.8364133
145.0795254,-37.8422853
145.0784963,-37.8231084
145.0689476,-37.8103024
145.0893557,-37.8219585
145.0937427,-37.8335175
145.0673412,-37.815573
151.1702933,-33.8210717
144.216335,-37.0593728
144.2085973,-37.0768608
145.0445573,-37.8978285
145.0048616,-37.8746672
145.0746414,-37.902535
145.0430767,-37.7687083
143.3499386,-36.2696394
145.1029091,-38.0285256
145.1127765,-38.0395141
143.0768432,-38.3278093
145.1238835,-38.0677705
142.9783545,-38.4859921
145.6515844,-35.9186433
144.968799,-37.7300589
144.9600207,-37.7208656
144.9313965,-37.7473303
144.9425841,-37.7491226
144.9379982,-37.7374296
144.9460844,-37.736012
145.0391329,-37.8112469
144.9822882,-37.7353469
144.9664323,-37.7550832
144.220828,-35.8112562
144.3011451,-35.9065989
143.5959314,-38.3364748
143.5784879,-38.3352142
144.9815456,-37.4135411
144.3667443,-38.0727457
144.3275344,-38.1004474
144.3268618,-38.122236
144.410482,-38.0221762
144.3945664,-38.0216668
144.3426292,-38.08856979999999
144.3367414,-38.1061304
145.2515411,-38.0311846
145.1848011,-38.1529694
145.571072,-38.17775280000001
145.4945722,-38.198163
145.2353939,-38.2037463
145.2638814,-38.02904230000001
145.1758316,-38.1507693
145.1746967,-38.1111435
145.2734699,-38.0877667
145.2641809,-38.0322665
145.1814842,-38.1055138
145.2754053,-38.0442166
145.27958,-38.0816043
145.7070118,-38.3700164
146.7906707,-37.9821065
146.9763274,-37.9656685
147.071752,-37.843303
143.8907807,-37.4230767
145.2998783,-37.7903873
145.2784625,-37.7944288
145.2721497,-37.8108856
145.2487531,-37.7774011
145.3037332,-37.7804635
145.2942422,-37.8316862
145.2569769,-37.7741799
145.0666305,-37.88004
145.2203538,-37.9712286
145.2128547,-37.9639646
145.2079579,-37.996273
145.1961457,-37.9545231
145.2145027,-37.9560576
145.2191671,-37.9503387
144.1410347,-37.3437157
144.1334065,-37.3109066
144.9508024,-36.2486494
145.0718643,-37.6971718
145.1050622,-37.6954845
145.1030799,-37.7130733
145.1128207,-37.6995381
145.0986911,-37.7050656
145.1128207,-37.6995381
145.0852841,-37.6976258
145.0840346,-37.7080327
145.143753,-37.6984481
145.1364256,-37.6397409
145.0911871,-37.7170478
145.1137441,-37.6877771
144.5913977,-37.6783162
141.9879486,-36.1437311
145.0905949,-37.7654389
145.1030863,-37.777693
145.1135739,-37.7819086
145.1541929,-37.7948001
145.1597885,-37.7883594
145.1645553,-37.793899
145.1742069,-37.779685
145.1810978,-37.8002218
145.2146578,-37.7783806
145.1241984,-37.7564473
145.1337466,-37.7574194
145.1225605,-37.7696795
145.1151074,-37.7661204
145.2072314,-37.745309
145.0899494,-37.7707051
145.1090878,-37.7605082
145.089223,-37.779012
145.1676372,-37.7605776
145.1795318,-37.7616503
145.1855257,-37.7723723
145.177907,-37.7957451
142.585231,-36.46167459999999
142.469741,-36.6200152
142.631613,-36.6324112
144.2533831,-36.7258923
144.7459665,-36.1271472
144.7633808,-36.1345655
144.7532873,-36.1462263
145.1476008,-37.7151507
145.1121947,-37.7265206
145.1301255,-37.7247409
145.2399475,-37.6406142
145.1818868,-37.7031083
145.1584733,-37.7186162
145.133515,-37.7137655
145.1673784,-37.7080181
144.9234838,-37.7771347
144.9138303,-37.77441779999999
144.904608,-37.780715
144.8966547,-37.7569853
144.90205,-37.7570505
144.9195455,-37.7548346
144.921983,-37.7345848
144.907639,-37.7191492
144.9176092,-37.7390893
144.9322075,-37.7550438
145.0141651,-37.762346
144.9033186,-37.7391972
145.4436105,-36.0903633
144.966981,-37.7810909
144.9689923,-38.3366692
144.8207462,-38.3713241
144.7392942,-38.3413138
144.858516,-38.370495
145.0148484,-38.474426
145.010436,-38.3692711
144.9142603,-38.3687337
144.8703523,-37.8076249
144.8745187,-37.8129351
144.8701566,-37.8291524
148.4562649,-37.7071139
143.3541006,-38.6991533
145.1156427,-38.1833087
145.1317465,-38.1445117
145.1261665,-38.1624018
145.1280007,-38.1901156
145.1478337,-38.1073621
145.1297321,-38.104451
145.1635187,-38.1482629
141.5986629,-38.3457642
145.1573954,-38.1551547
145.1552416,-38.1644294
144.9427687,-37.836215
144.3804345,-38.1760214
144.3803654,-38.1681528
144.3727317,-38.1588449
144.3507551,-38.1390568
144.3251329,-38.1306542
144.3317319,-38.1292351
144.5651612,-37.4211051
144.5855817,-37.4763384
143.7265883,-36.1163966
142.0171144,-37.74622050000001
142.0104121,-37.7332012
142.0270741,-37.7545447
145.042617,-37.8241748
145.0223392,-37.8161474
145.0577313,-37.8585274
145.0534524,-37.8205794
145.1950699,-38.3084671
145.1254485,-38.3746999
145.1523718,-38.1974605
145.162225,-38.3929311
145.1906697,-38.2567857
145.1757973,-38.2238031
145.1767473,-38.3356586
145.5243928,-37.6543706
145.3710836,-37.6564812
145.5127604,-37.6595369
145.5317008,-37.6805595
145.1038771,-37.7267493
145.0743844,-37.7357495
145.0869428,-37.7330634
145.0697436,-37.7263586
145.0923718,-37.7414064
145.2303488,-37.816291
142.190939,-36.7142551
142.1818767,-36.7202114
144.6111019,-36.4947843
144.3213976,-36.7088845
142.3630951,-35.7301031
142.4223962,-35.9139682
144.8814168,-37.7233762
144.8683732,-37.7351283
144.8076126,-37.7319868
144.8579465,-37.7202685
144.8735326,-37.7493815
144.876775,-37.7009061
144.8547914,-37.7464085
144.7752796,-37.7315981
144.8237924,-37.7144127
144.8104216,-37.7226511
144.7632613,-37.70209500000001
145.0470459,-37.8105213
145.0513832,-37.8036536
145.0234371,-37.8050361
145.0604925,-37.7941523
145.0361629,-37.7961529
145.0117704,-37.9410164
145.0309136,-37.3587537
145.2951337,-37.8464119
145.25936,-37.8611741
145.2702315,-37.8866235
145.2686355,-37.868756
145.2972219,-37.8843935
145.2763549,-37.8752328
145.2888864,-37.8953009
145.2481488,-37.8890122
145.2634312,-37.8821642
145.3145651,-37.8564104
145.2710303,-37.85496390000001
145.2366672,-37.8556244
145.304824,-37.8551365
145.2324591,-37.8623774
145.220309,-37.89393
145.2436596,-37.8805604
145.2646266,-37.8933701
145.2228996,-37.8675374
145.3047129,-37.8472484
145.2564455,-37.9209707
145.0399744,-38.2242102
145.2478035,-37.9113988
145.2721097,-37.9101821
145.2419972,-37.9319626
143.8690008,-36.5740266
143.6096987,-36.4180933
144.3417446,-38.1742621
145.7649955,-38.3429507
141.4772226,-36.7185184
145.050763,-36.3147743
145.0437449,-36.3126204
145.3176459,-37.8059421
145.3404615,-37.7476425
145.338242,-37.809026
145.3277655,-37.7885314
145.331643,-37.7823878
145.3124051,-37.7803107
145.3116438,-37.7871339
145.3795193,-37.7848689
145.4277942,-37.7811478
145.3252794,-37.7732742
145.4577916,-37.7771189
145.38207,-37.7333647
145.3829668,-37.7899824
145.3269212,-37.7672328
146.9885112,-37.9687417
144.0680352,-36.9931869
145.0233557,-37.8572543
145.0513724,-37.8551399
145.0492935,-37.8730995
145.139334,-37.964489
145.0332753,-37.84606280000001
144.2431262,-36.7937996
144.2396867,-36.7973437
143.7318099,-37.0518408
143.7352735,-37.0392511
143.7353612,-37.0483491
144.9330987,-37.7839345
144.9532187,-37.803242
144.9858385,-37.8386616
144.7715666,-37.7626269
144.7641745,-37.7730398
144.5673094,-37.67649919999999
144.709693,-37.6209239
144.5801144,-37.6784201
144.6526973,-37.7280891
144.7393585,-37.6887765
142.1572676,-34.20337689999999
142.151807,-34.1981442
142.1545107,-34.1778925
142.0633276,-34.1667051
142.1289986,-34.211555
142.1909557,-34.3064634
141.5990323,-34.3879503
142.3573546,-34.4736299
142.0002724,-38.0342985
142.7497996,-38.4692728
146.2625033,-38.1696819
146.2928071,-38.1880518
146.2989337,-38.1769262
146.2502576,-38.1901409
145.0511599,-37.9736433
145.0454844,-37.922459
145.0604353,-37.915928
145.0667812,-37.9292811
145.0721823,-37.9231079
145.0682458,-37.9698778
145.0810445,-37.9631631
145.0466244,-37.9618218
145.0405094,-37.9115556
145.0866197,-37.9825327
145.055044,-37.9381214
145.0820312,-37.9356111
145.0301364,-37.9244086
145.107614,-37.943954
148.003261,-37.8734135
144.7597419,-36.5936829
145.050074,-37.983112
145.0666098,-37.9829607
145.0884164,-37.99217290000001
145.0753321,-37.9933588
145.0289696,-38.2727517
145.0536012,-38.2208727
144.9456929,-37.4804163
145.0342864,-38.2309989
145.0820379,-38.191845
145.0874337,-38.1856286
145.0571904,-38.2239171
145.020122,-38.26776479999999
145.1573522,-37.89423900000001
145.123372,-37.8640723
142.8081224,-38.081838
145.1662573,-37.9227038
146.4209736,-38.221308
146.3301767,-38.3204698
146.272516,-38.3815555
146.4337822,-38.2222192
146.424812,-38.320976
142.3448209,-37.6509344
142.2933031,-37.8771208
150.3143296,-33.6995341
146.361333,-38.1618283
146.1776255,-38.2876407
146.178407,-38.0723053
145.2025492,-36.0599314
144.9602492,-36.0162743
144.5305678,-37.3560351
144.3484493,-38.1564606
144.327077,-38.157227
145.0222531,-37.7717818
144.9936065,-37.7681186
145.011059,-37.753647
144.6185959,-37.8942952
144.7123315,-37.8587678
145.1522975,-37.8227042
145.1331515,-37.8078969
145.1534002,-37.817045
145.1481463,-37.8037361
145.1584574,-37.8127847
145.1421317,-37.8373904
145.1499665,-37.8504958
145.1763782,-37.84335470000001
145.1933888,-37.8096373
145.2084444,-37.8204681
145.1985861,-37.8207137
145.2096526,-37.8354241
145.1726534,-37.8591737
145.1559515,-37.8305983
145.20126870000001,-37.8540615
145.1941157,-37.8379755
145.1211004,-37.9098713
145.0777691,-37.8971865
145.1029539,-37.9126764
145.0534074,-37.6987066
145.1138389,-37.8981517
145.085456,-37.912932
145.0829791,-37.895151
145.05790820000001,-37.6644281
144.9972863,-37.6714288
146.587412,-36.505501
146.3796759,-36.5713193
141.6133349,-38.3624021
144.99309,-37.8436072
145.0091661,-37.8459921
145.019677,-37.841969
145.0136215,-37.8535785
145.0218119,-37.83761399999999
145.0084358,-37.8398705
145.0315315,-37.731638
145.0063251,-37.7040378
145.0174314,-37.7417214
145.0379249,-37.7158209
145.0010093,-37.716805
144.9919818,-37.7295621
144.8581325,-37.1239105
144.6568382,-38.266026
144.1588259,-37.081177
145.003907,-37.8234803
144.993428,-37.8198955
144.9997,-37.8110852
145.2550342,-37.829791
145.217813,-37.806379
145.2264279,-37.7957402
145.2587037,-37.8030802
145.2422937,-37.784812
144.3687527,-35.9576074
144.5377125,-36.2671526
145.1320072,-36.3739621
145.3596994,-36.3914112
145.235977,-36.438523000000004
145.3557989,-36.39528809999999
144.6755607,-37.4621094
144.733218,-37.278007
144.6762449,-37.4636011
146.5736031,-38.1265899
147.0868531,-38.1619189
146.4583856,-36.0567262
144.9893578,-37.8586764
144.9829122,-37.8537213
147.0737764,-38.1004515
147.0725439,-38.10215120000001
147.0651696,-38.1102047
147.0743267,-38.0929996
145.0311828,-37.9785747
145.0393683,-37.9910048
145.0163863,-37.972086
145.0131828,-37.9331177
145.0036661,-37.9389443
145.0183785,-37.94903499999999
145.0108983,-37.9509384
145.0271612,-37.9617078
143.8381372,-37.6043385
145.1415282,-37.0253006
145.3936575,-36.3617024
145.3963709,-36.3668266
145.4059255,-36.3669424
145.3549883,-37.9108542
145.3567562,-37.9282309
145.4430265,-37.9321882
145.3728918,-37.8853228
145.3439353,-37.9069408
145.3134635,-37.8937543
145.4065438,-37.9209246
145.3703328,-37.9140189
145.402401,-37.8938194
144.316254,-38.1719034
144.34078,-38.1852088
144.3295536,-38.2077868
144.3107479,-38.169115
144.3392216,-38.2076226
144.3348879,-38.1980383
144.9619369,-37.8498382
144.957047,-37.848357
144.9663033,-37.8344373
144.9577849,-37.8411748
145.1336604,-38.04331860000001
145.1334143,-37.9825249
145.1260001,-37.9844079
145.176887,-37.9535433
145.1437701,-37.9589483
145.1553902,-37.980979
145.1447471,-38.0784721
142.7695532,-37.0649881
144.3084218,-36.7726978
144.2855618,-36.79594770000001
144.5020075,-36.78695920000001
144.8204712,-37.7783475
144.892564,-37.769628
144.810438,-37.746961
144.8441427,-37.7871436
144.818159,-37.7904112
144.8259044,-37.7624193
144.8383885,-37.7762714
144.8250787,-37.79732020000001
144.8731434,-37.7822634
144.8044098,-37.7521098
144.8186458,-37.7972086
144.7734553,-37.7444901
144.762656,-37.75275
144.8058913,-37.76106040000001
144.8012514,-37.783302
143.5492917,-35.3461578
143.5462122,-35.3346611
142.8653873,-34.9806852
143.3442039,-35.18645
143.4520745,-35.2909143
143.7030933,-37.171365
143.7890272,-37.2972523
147.8318255,-37.7057853
145.0681812,-37.9893331
147.8592629,-37.82359659999999
146.515412,-38.1961389
146.5271631,-38.1884318
146.5253462,-38.2040998
146.531388,-38.1948764
146.5556063,-38.2068942
146.5528661,-38.1862532
147.9034293,-36.1952832
145.7185622,-37.7501885
145.6110116,-37.7820624
145.5269825,-37.7771636
145.563717,-37.7827178
145.6312829,-37.7939326
142.3145543,-35.0687324
146.3261249,-36.3583977
146.3114634,-36.3570216
146.3163934,-36.3721148
146.2984418,-36.3536113
144.3162869,-38.0984759
141.6936179,-37.6003807
145.014913,-36.5880991
145.2203269,-36.6202573
144.9846461,-36.4465818
141.2995592,-37.0368043
145.945623,-38.16097
145.9372067,-38.1592648
142.4391286,-38.3572604
142.4677583,-38.3652269
142.4858159,-38.3787943
142.5045848,-38.3930561
142.4963146,-38.3866133
142.4710726,-38.3953488
142.5982909,-38.3859316
142.5576454,-38.3020155
142.5062752,-38.3632225
145.1069369,-37.8601832
145.1829461,-37.8835974
145.175315,-37.8974305
145.1758378,-37.8700434
145.164204,-37.8690853
145.1522502,-37.8872108
145.1486637,-37.8742744
145.1497612,-37.8609048
145.1348688,-37.8698495
145.1275985,-37.87883
145.1405072,-37.8892985
145.1647226,-37.9046134
145.1728271,-37.9275548
142.8334082,-37.7245567
145.1746239,-37.9123861
145.1164872,-37.8891566
145.1881545,-37.8684439
145.1848184,-37.9138621
145.1939267,-37.9032127
145.1559507,-37.8745786
144.7734248,-37.851047199999996
144.6589255,-37.9102637
144.6234885,-37.8931845
144.6881434,-37.882857
144.6470741,-37.89500779999999
144.5009716,-37.9629752
144.6584276,-37.88667890000001
144.6950903,-37.8719243
144.6753914,-37.8853043
144.6661058,-37.9069319
144.7680255,-37.871222
144.6676865,-37.8668812
145.0260633,-37.6416385
145.0303361,-37.6761962
144.9986421,-37.6821833
145.1190045,-37.5082718
145.0401649,-37.6500859
144.9968989,-37.6776979
145.0361006,-37.6687728
145.0892766,-37.651997
145.066932,-37.6742291
145.0065601,-37.6643134
145.0478962,-37.6675019
145.0765814,-37.670865
145.0438683,-37.64292
145.0676427,-37.6584945
145.0589419,-37.6429631
145.055895,-37.6581667
144.8880468,-37.84114570000001
144.895752,-37.8589633
143.781873,-38.33642
143.9892331,-38.2428164
143.9768821,-38.5446296
146.8851909,-36.1216749
146.9039388,-36.1282467
146.8554583,-36.1235074
146.9471042,-36.1798834
146.8635275,-36.1358052
146.0133609,-38.5784523
145.9519996,-38.4782325
142.8529933,-35.5036804
144.0476675,-38.0286468
145.5593994,-36.2258724
144.0498604,-37.554868
143.7296492,-36.8600374
143.6547209,-37.6710719
143.8187758,-37.5805596
143.719662,-37.5881341
145.6862017,-36.3274749
145.4380992,-36.2388629
146.2078232,-36.4618991
146.5391249,-38.2969453
146.4800378,-38.148781
142.0395354,-37.5293019
144.0605051,-37.1065837
144.1298768,-35.6350619
145.0899606,-38.1725835
145.2513202,-37.8038715
145.0625699,-37.8802482
145.114291,-38.2508146
